id,idx,tweet,category,subcategory,target_num
100311989,6054,$SWN I was down almost 3k on this. Now up almost 300 and just the beginning. The patient win!!,Monetary,money,3
102571030,9910,$IPDN last 6 sessions have shown higher lows than previous session. So support is building under stock price,Quantity,Quantity,6
103627024,8999,"The partnership between Nvidia, iQiyi &amp; Nintendo will strengthen the position of all 3 companies in gaming segment in China. $NVDA -D.Ahmad",Quantity,Quantity,3
68223527,4828,100Check out our video lesson on WLL DRYS SCON LEI and GLBS. https://youtu.be/Hr0Y4cwuMfc W/L: $ARLZ $EVC $MEMP $SKLN,Quantity,Quantity,100
99585197,6686,"$NVAX Novavax Raised to Buy From Neutral by Citigroup

8:13 am ET October 31, 2017 (Dow Jones)",Temporal,time,8
99585197,6686,"$NVAX Novavax Raised to Buy From Neutral by Citigroup

8:13 am ET October 31, 2017 (Dow Jones)",Temporal,time,13
99585197,6686,"$NVAX Novavax Raised to Buy From Neutral by Citigroup

8:13 am ET October 31, 2017 (Dow Jones)",Temporal,date,31
99585197,6686,"$NVAX Novavax Raised to Buy From Neutral by Citigroup

8:13 am ET October 31, 2017 (Dow Jones)",Temporal,date,2017
92851652,1998,8/23 Trade List: (1) $SING - Strong Short Term BUY (2) $DRYS - Waiting for Positive PR/ER (3) $LLNW  LONG (4) $MNKD - LONG (5) $CHK LONG,Temporal,date,8
92851652,1998,8/23 Trade List: (1) $SING - Strong Short Term BUY (2) $DRYS - Waiting for Positive PR/ER (3) $LLNW  LONG (4) $MNKD - LONG (5) $CHK LONG,Temporal,date,23
100626288,3337,$DAC People already selling this gem when it hasn&#39;t even run? Nice discount..see the #&#39;s and chart...same as $MYO when everyone sold at $3.,Monetary,sell price,3.
101926496,487,"$LINU $LINU - Daily. Strong bullish pattern! Bullish squeeze is behind to the corner! 1st PT zone 4,50 the 2nd PT 6$. S",Monetary,forecast,4
101926496,487,"$LINU $LINU - Daily. Strong bullish pattern! Bullish squeeze is behind to the corner! 1st PT zone 4,50 the 2nd PT 6$. S",Monetary,forecast,50
101926496,487,"$LINU $LINU - Daily. Strong bullish pattern! Bullish squeeze is behind to the corner! 1st PT zone 4,50 the 2nd PT 6$. S",Monetary,forecast,6
102581771,1669,Follow me for my January 2018 100k challenge from 10k. Step by step. $MARA  $RIOT  $GBTC $GROW  $DGLY $IDXG $QIWI $ZIOP $CQQQ $TSLA,Temporal,date,2018
102581771,1669,Follow me for my January 2018 100k challenge from 10k. Step by step. $MARA  $RIOT  $GBTC $GROW  $DGLY $IDXG $QIWI $ZIOP $CQQQ $TSLA,Monetary,money,100
102581771,1669,Follow me for my January 2018 100k challenge from 10k. Step by step. $MARA  $RIOT  $GBTC $GROW  $DGLY $IDXG $QIWI $ZIOP $CQQQ $TSLA,Monetary,money,10
100381794,8918,"$EVHC Seems like zero downside with multiple chances for upside catalysts, and no potential for bad news until Q4 earnings in late February",Temporal,date,4
103189071,2206,$UGAZ $DGAZ $NG_F bought some at 8.40. Pretty dumb play bc 2.97 and even 2.87 could be in play.,Monetary,buy price,8.40
100727736,5970,$SQ great ER as expected .... also 4-7% down as  expected ....therefore sold and get back tomorrow,Percentage,relative,4
100727736,5970,$SQ great ER as expected .... also 4-7% down as  expected ....therefore sold and get back tomorrow,Percentage,relative,7
102529976,2274,"$BB GDPR is coming May 2018, no ifs or buts about it. $BB.CA After UBER hack autonomous car CyberSecurity becomes #1 priority. BES is #1",Temporal,date,2018
103142666,1784,"@Lebowski_Quotes If it is a Yes vote, $UVXY up 75%. If it is a No, $UVXY up 200%",Percentage,relative,75
103142666,1784,"@Lebowski_Quotes If it is a Yes vote, $UVXY up 75%. If it is a No, $UVXY up 200%",Percentage,relative,200
102669434,5916,$EARS Bought more. Catalyst doesn&#39;t end this month. One more P3 and P1 data in Q1. Most likely over $2.50 in a few months. Hold &amp; buy dips,Temporal,date,1.
102712253,865,#mgti $7 Price Target eow. $15 by next er.         $BTC.X $GBTC  $RIOT $GROW $SSC $MARA $DPW $OSTK $SRAX $TEUM,Monetary,forecast,7
102712253,865,#mgti $7 Price Target eow. $15 by next er.         $BTC.X $GBTC  $RIOT $GROW $SSC $MARA $DPW $OSTK $SRAX $TEUM,Monetary,forecast,15
105079448,7089,$VUZI  U luv yesterday but today they raise easy $ in 2days $12mil -small dilution and running for the hills. Smart $ gobble up new shares.,Temporal,date,2
105079448,7089,$VUZI  U luv yesterday but today they raise easy $ in 2days $12mil -small dilution and running for the hills. Smart $ gobble up new shares.,Monetary,money,12
103193052,4934,"&quot;Treasury will exhaust by march, if debt ceiling not lifted&quot;
Our national debt is never going under 20 trillion, again  $GLD $SLV",Monetary,money,20
104789191,302,$BB BlackBerry KEYone pre-orders in CHINA hit 111k in 3 days... In August.... $BB.CA,Temporal,date,3
104955502,4754,$M &quot;This Monster $16 Billion Mall Deal Should Terrify Sears and Macy&#39;s&quot;- https://www.thestreet.com/story/14417369/1/westfield-being-bought-out-by-unibail-rodamco.html $SPY $SHLD $JCP,Monetary,money,16
101732639,7059,"$VCEL beautiful start from my $3.675 entry yesterday. Looking for a 50-100% move..retest of $6 high very likely. Buy low, sell high. Growth",Monetary,buy price,3.675
101732639,7059,"$VCEL beautiful start from my $3.675 entry yesterday. Looking for a 50-100% move..retest of $6 high very likely. Buy low, sell high. Growth",Percentage,relative,50
101732639,7059,"$VCEL beautiful start from my $3.675 entry yesterday. Looking for a 50-100% move..retest of $6 high very likely. Buy low, sell high. Growth",Percentage,relative,100
102519171,5942,"$NVAX Can we get any partnership or grant, like BARDA b4 Nanoflu announcement? Stan sure can do that. Just $ 6-10 M for 3 years contract?",Monetary,money,6
102519171,5942,"$NVAX Can we get any partnership or grant, like BARDA b4 Nanoflu announcement? Stan sure can do that. Just $ 6-10 M for 3 years contract?",Monetary,money,10
102519171,5942,"$NVAX Can we get any partnership or grant, like BARDA b4 Nanoflu announcement? Stan sure can do that. Just $ 6-10 M for 3 years contract?",Temporal,date,3
97915543,846,$TWX $T Bull Put Spread on $100/$97.5 as a way to play AT&amp;T/Time Warner Merger Arbitrage... http://www.mergerpie.com/bull-put-spread-on-10097-5-as-a-way-to-play-atttime-warner-merger-arbitrage/,Option,exercise price,100
97915543,846,$TWX $T Bull Put Spread on $100/$97.5 as a way to play AT&amp;T/Time Warner Merger Arbitrage... http://www.mergerpie.com/bull-put-spread-on-10097-5-as-a-way-to-play-atttime-warner-merger-arbitrage/,Option,exercise price,97.5
101240106,4415,"$TX WITH no capital raise necessary,  exclusive fda approval with $ISRG (only other in 17 years) and system sale in FL...time to own this",Temporal,date,17
105288657,5402,$TRXC i think i&#39;ll check back in between 7pm and 7:22pm... glta!!watch closely...,Temporal,time,7
105288657,5402,$TRXC i think i&#39;ll check back in between 7pm and 7:22pm... glta!!watch closely...,Temporal,time,7
105288657,5402,$TRXC i think i&#39;ll check back in between 7pm and 7:22pm... glta!!watch closely...,Temporal,time,22
102729258,8711,$AMC BOOM - $15...makes me want to go see coco with my daughter again!,Monetary,quote,15.
102372765,8269,"$ACAD The really big market for Nuplazid is dementia-related psychosis, from which about 8 million Americans suffer.",Quantity,Quantity,8
102479872,5497,$UGAZ Baby position. 475 at $8.42. Just need something to watch on this low volume day while I eat lots of leftover pumpkin pie.,Quantity,Quantity,475
101981678,3078,$TRVN This does not matter but we called 8 hours before the market opened the first run up in $GLD since Sept. and one of the largest,Temporal,time,8
102499157,496,$TAP started a small position this morning.   Still holding $BUD from $106 and $DEO from $100.,Monetary,buy price,106
102499157,496,$TAP started a small position this morning.   Still holding $BUD from $106 and $DEO from $100.,Monetary,buy price,100.
96168872,1130,$DTB.X quote fixed! Increased watchers 1 to 30 this week Moving in the gaming realm with a strong following. Expect to see it run w/ $BTC.X,Quantity,Quantity,1
102066573,2071,$CHFS   Not so good.    Your cousin is back on track.   10 m loan and experienced new board director with experience 30 CANCER $DCTHD 15%,Monetary,money,10
102066573,2071,$CHFS   Not so good.    Your cousin is back on track.   10 m loan and experienced new board director with experience 30 CANCER $DCTHD 15%,Quantity,Quantity,30
103122376,9331,$AAPL equates to 144 million days of ARV medication blocking the transmission of HIV from mothers to unborn babies,Temporal,date,144
104150919,775,@OneManWolfPak @edevlin77 @37 $ETH.X  $ETHUSD  might be working a doji sandwich down to the baseline $400 potentially $387. Target $687,Monetary,quote,37
104150919,775,@OneManWolfPak @edevlin77 @37 $ETH.X  $ETHUSD  might be working a doji sandwich down to the baseline $400 potentially $387. Target $687,Monetary,forecast,687
29829139,1299,$WIX $4.27 a share up out at $21.39 so taken profit... Still a reasonable as with new services coming in 2015 and more users $WIX 1 to watch,Temporal,date,2015
29829139,1299,$WIX $4.27 a share up out at $21.39 so taken profit... Still a reasonable as with new services coming in 2015 and more users $WIX 1 to watch,Quantity,Quantity,1
93889354,5103,"$ATVI bought small position at 65 but if NK news spooks market, time to add more at 62-63",Monetary,buy price,65
99739690,3853,"$XLE $XOP $OIH Oil names backtested the 50dma &amp; are making strong bounces, left for dead energy space looking good for first time this year",Indicator,Indicator,50
104267231,7637,$FIZZ Tax cut + Entry into Canada = UNIQUELY-INDUCED OPPORTUNITY.  Looking forward to 2018.  Pullbacks are a gift.,Temporal,date,2018.
103089620,5776,$TSLA EPA confirms TSLA range on there official site: Tesla Model 3&#39;s 310-mile maximum range confirmed by EPA https://finance.yahoo.com/news/tesla-model-3-apos-310-001500261.html,Product Number,Product Number,3
42615483,3310,&quot;@IPOtweet: Head in the cloud: PointClickCare files for a $100 million IPO $PCLK $IPO #IPO http://stks.co/c2XSc&quot; $ipo $ipos,Monetary,money,100
100467023,4263,$DX and $USDJPY continue to rise while $GC_F holds $1270. Gold bears slowly drowning. USD/JPY reversal due. #GDXJ #GDX,Monetary,quote,1270.
103238442,1007,@knightcha23 @JessicaColorado @TheNewsGuy  stock is at $2.89. liar. He also said $EARS and $CYCC  are a strong buy. They went wayyy DOWN!!!!,Monetary,quote,2.89
103869135,8878,"$AVGO a miss guarranteed, real Q is how low is guidance. Puts have been gold for 2 weeks",Temporal,date,2
101513073,1754,$SOGO $WB rev is around $850 Million &amp; has a MC close to 25Billion. $SOGO will have Rev $850 Million or more this year but MC is around 5!,Monetary,money,850
101513073,1754,$SOGO $WB rev is around $850 Million &amp; has a MC close to 25Billion. $SOGO will have Rev $850 Million or more this year but MC is around 5!,Monetary,money,25
101513073,1754,$SOGO $WB rev is around $850 Million &amp; has a MC close to 25Billion. $SOGO will have Rev $850 Million or more this year but MC is around 5!,Monetary,money,850
101513073,1754,$SOGO $WB rev is around $850 Million &amp; has a MC close to 25Billion. $SOGO will have Rev $850 Million or more this year but MC is around 5!,Monetary,money,5
101303073,571,"$EA $EA - EA Sports - Buy. Trade active on EA at $112, stop at 105.

Huge volume at $110 level propping the price up. G",Monetary,buy price,112
101303073,571,"$EA $EA - EA Sports - Buy. Trade active on EA at $112, stop at 105.

Huge volume at $110 level propping the price up. G",Monetary,stop loss,105.
100857683,286,"$SOGO I hold 3K shares of $TCEHY. They really do not make mistakes, so having them hold almost 39% stake in $SOGO, to me, spells BUY!",Quantity,Quantity,3
101413158,1621,"$SINO almost 1m shares short on a 6M float ticker, this one could be nice. $ATOS",Quantity,Quantity,1
102569297,6391,"$CUR Company presents about ph2 study of their drug dec 3-7. Will test 1.5s. If good news, gap baby.",Temporal,date,3
102569297,6391,"$CUR Company presents about ph2 study of their drug dec 3-7. Will test 1.5s. If good news, gap baby.",Temporal,date,7.
102193335,5449,"$AEZS just on time bought under 2 days ago, next can&#39;t buy under 3 usd...",Temporal,date,2
102193335,5449,"$AEZS just on time bought under 2 days ago, next can&#39;t buy under 3 usd...",Monetary,quote,3
103278929,2799,$ES_F $SPY Daily upper target+1 is our first area of support this level should hold,Monetary,change,1
70564881,1353,$CGC.CA @Brudge might want to keep an eye out on $PLI.CA.just crossed the 30DMA-approaching the 40 DMA soon,Indicator,Indicator,30
70564881,1353,$CGC.CA @Brudge might want to keep an eye out on $PLI.CA.just crossed the 30DMA-approaching the 40 DMA soon,Indicator,Indicator,40
103224707,7126,$FTR no joke ftr will pay .60 cent div in dec hold on till 15 dec get paid,Monetary,money,.60
101890594,7955,$TXMD This little dip is NOTHING. Veterans are used to 10% dips for no reason. Just relax this is $$ in the bank. Long term hold is very,Percentage,relative,10
102501739,5773,"$PRPO I noticed institutional ownership is over 10% to 14-15% 
Goldman Sachs even added position
EPS while still negative improved greatly",Percentage,absolute,10
102501739,5773,"$PRPO I noticed institutional ownership is over 10% to 14-15% 
Goldman Sachs even added position
EPS while still negative improved greatly",Percentage,absolute,14
102501739,5773,"$PRPO I noticed institutional ownership is over 10% to 14-15% 
Goldman Sachs even added position
EPS while still negative improved greatly",Percentage,absolute,15
99719272,4874,9am Thursday morning the Republicans will release the details of the tax bill!  $SPY $XLE Can&#39;t wait.,Temporal,time,9
98821058,911,"$KR Approaching yest high: $21.61, nice bounce eyeing $22 level retest short-term. 1.6 milly trade at $21.52 as well this AM. $SPY #boolish",Monetary,quote,21.61
100506515,9340,"$EWZ i see those 38.50 PUTS, time to SHORT,  kick a person when there down?  Traders do for profit, time to pay me for a year of lies",Option,exercise price,38.50
102273521,4313,"$GME holding this thru tom AM at least. Sold position in $HPE on a small loss (-1%), holding a small stake in $BORN for the wild gamble lol",Percentage,relative,1
102303126,5713,$FOLD &quot;...peak sales opportunity for Galafold in the U.S. could be between $37 million to $53 million per quarter&quot; https://www.fool.com/investing/general/2017/07/11/how-big-is-amicus-therapeutics-galafold-opportunit.aspx,Monetary,money,37
102303126,5713,$FOLD &quot;...peak sales opportunity for Galafold in the U.S. could be between $37 million to $53 million per quarter&quot; https://www.fool.com/investing/general/2017/07/11/how-big-is-amicus-therapeutics-galafold-opportunit.aspx,Monetary,money,53
101188159,5591,$INSY what happen in after hour trading ? Drop $0.15 !! Winston n the retail shorts sold 10 share,Monetary,change,0.15
101188159,5591,$INSY what happen in after hour trading ? Drop $0.15 !! Winston n the retail shorts sold 10 share,Quantity,Quantity,10
99713579,817,$CJ.CA $BTE $PGH $ECA $ERF $BXE I love CJ&#39;s safe &amp; secure dividend of 8% which has been based on a WTI price of $48/bbl.,Percentage,absolute,8
99713579,817,$CJ.CA $BTE $PGH $ECA $ERF $BXE I love CJ&#39;s safe &amp; secure dividend of 8% which has been based on a WTI price of $48/bbl.,Monetary,quote,48
94239448,8922,$AGEN getting ready to move up much higher. PT of 5.50. Click on my profile link for further analysis. DM me.,Monetary,forecast,5.50
101729474,7932,"$GBR if you guys want a leds or chfs move, you can&#39;t sell for 20 cents gain...your putting shares back in the float for scalpers lol",Monetary,money,20
98275399,6579,"$AGN just broke my lower support @ $187. 3 new hypo charts now point to $176, $168 then look out below. Above par still, tho painful...WOOF!",Monetary,support or resistance,187.
98275399,6579,"$AGN just broke my lower support @ $187. 3 new hypo charts now point to $176, $168 then look out below. Above par still, tho painful...WOOF!",Monetary,support or resistance,3
100891492,8764,"@lexephraim $IPDN is a SCAM, how many times do I have to tell you before you listen? I think I first told you when it was around $9",Monetary,quote,9
104298187,74,"$ABX not a bad chart, think $BTC.X might sell off more next week giving life to some gold. Jan14 C are only .33",Monetary,quote,.33
99410189,8010,$ERJ since 2017 M formation  up = down. Now goiing down. Best long position in aerospace could be with Bombardier.,Temporal,date,2017
101362177,5183,$EKSO Operating expenses are an ISSUE | Q2 @ $8.5M &amp; Q3 @ $7.6M | $16M in 2Q&#39;s | $33.4M cur.cash |Rev. 4 Q2&amp;3 $3M,Temporal,date,2
101362177,5183,$EKSO Operating expenses are an ISSUE | Q2 @ $8.5M &amp; Q3 @ $7.6M | $16M in 2Q&#39;s | $33.4M cur.cash |Rev. 4 Q2&amp;3 $3M,Monetary,money,8.5
101362177,5183,$EKSO Operating expenses are an ISSUE | Q2 @ $8.5M &amp; Q3 @ $7.6M | $16M in 2Q&#39;s | $33.4M cur.cash |Rev. 4 Q2&amp;3 $3M,Temporal,date,3
101362177,5183,$EKSO Operating expenses are an ISSUE | Q2 @ $8.5M &amp; Q3 @ $7.6M | $16M in 2Q&#39;s | $33.4M cur.cash |Rev. 4 Q2&amp;3 $3M,Monetary,money,7.6
101362177,5183,$EKSO Operating expenses are an ISSUE | Q2 @ $8.5M &amp; Q3 @ $7.6M | $16M in 2Q&#39;s | $33.4M cur.cash |Rev. 4 Q2&amp;3 $3M,Monetary,money,16
101362177,5183,$EKSO Operating expenses are an ISSUE | Q2 @ $8.5M &amp; Q3 @ $7.6M | $16M in 2Q&#39;s | $33.4M cur.cash |Rev. 4 Q2&amp;3 $3M,Temporal,date,2
101362177,5183,$EKSO Operating expenses are an ISSUE | Q2 @ $8.5M &amp; Q3 @ $7.6M | $16M in 2Q&#39;s | $33.4M cur.cash |Rev. 4 Q2&amp;3 $3M,Monetary,money,33.4
101362177,5183,$EKSO Operating expenses are an ISSUE | Q2 @ $8.5M &amp; Q3 @ $7.6M | $16M in 2Q&#39;s | $33.4M cur.cash |Rev. 4 Q2&amp;3 $3M,Monetary,money,4
101362177,5183,$EKSO Operating expenses are an ISSUE | Q2 @ $8.5M &amp; Q3 @ $7.6M | $16M in 2Q&#39;s | $33.4M cur.cash |Rev. 4 Q2&amp;3 $3M,Temporal,date,2
101362177,5183,$EKSO Operating expenses are an ISSUE | Q2 @ $8.5M &amp; Q3 @ $7.6M | $16M in 2Q&#39;s | $33.4M cur.cash |Rev. 4 Q2&amp;3 $3M,Temporal,date,3
101362177,5183,$EKSO Operating expenses are an ISSUE | Q2 @ $8.5M &amp; Q3 @ $7.6M | $16M in 2Q&#39;s | $33.4M cur.cash |Rev. 4 Q2&amp;3 $3M,Monetary,money,3
101578016,9757,$JD missed sub 38 like an idiot. I think this China scare and mini pullback is temporary.,Monetary,quote,38
98969150,398,"$SWCH Switch, Inc. beats ServiceNow, Inc. $NOW  on a total of 6 of the 12 factors compared between the two stocks. https://stocknewsgazette.com/2017/10/25/critical-comparison-servicenow-inc-now-vs-switch-inc-swch/",Quantity,Quantity,6
98969150,398,"$SWCH Switch, Inc. beats ServiceNow, Inc. $NOW  on a total of 6 of the 12 factors compared between the two stocks. https://stocknewsgazette.com/2017/10/25/critical-comparison-servicenow-inc-now-vs-switch-inc-swch/",Quantity,Quantity,12
103426474,1770,$CMG current tax rate 33% so it is coming down to 20% which means it increase eps? It can go back to 400? Others? $MCD $AMZN $BABA $AAPL $GS,Percentage,absolute,33
103426474,1770,$CMG current tax rate 33% so it is coming down to 20% which means it increase eps? It can go back to 400? Others? $MCD $AMZN $BABA $AAPL $GS,Percentage,absolute,20
103292207,1250,$INSG Management Quotes with Benzinga Pro around 5G opportunity and partnership with $VZ and $QCOM Part 2,Product Number,Product Number,5
58479807,5476,$MRO is a BUY with 12.0% upside to current price of $15.25 based on averages of all analyst ratings and targets http://manyratings.com/MRO,Percentage,relative,12.0
58479807,5476,$MRO is a BUY with 12.0% upside to current price of $15.25 based on averages of all analyst ratings and targets http://manyratings.com/MRO,Monetary,quote,15.25
100346220,290,@TopGunFP @gakingmusic And that&#39;s ST... who says $QCOM can&#39;t be $200+ stock in 2-4 YR&#39;s... $NVDA was $35 not that long ago and HATED for YRs,Monetary,quote,200
100346220,290,@TopGunFP @gakingmusic And that&#39;s ST... who says $QCOM can&#39;t be $200+ stock in 2-4 YR&#39;s... $NVDA was $35 not that long ago and HATED for YRs,Temporal,date,2
100346220,290,@TopGunFP @gakingmusic And that&#39;s ST... who says $QCOM can&#39;t be $200+ stock in 2-4 YR&#39;s... $NVDA was $35 not that long ago and HATED for YRs,Temporal,date,4
100346220,290,@TopGunFP @gakingmusic And that&#39;s ST... who says $QCOM can&#39;t be $200+ stock in 2-4 YR&#39;s... $NVDA was $35 not that long ago and HATED for YRs,Monetary,quote,35
102824530,357,$T Adding to my 34.0 position here at 34.709. Feeling very solid with $T and $EPD leading my dividend accounts with &gt;6% payouts and uptrends,Monetary,buy price,34.0
102824530,357,$T Adding to my 34.0 position here at 34.709. Feeling very solid with $T and $EPD leading my dividend accounts with &gt;6% payouts and uptrends,Monetary,quote,34.709
105135736,5013,$SNDX A potential swing if it can break today&#39;s hod. Price target 1 of 10.05(50 SMA),Monetary,forecast,10.05
105135736,5013,$SNDX A potential swing if it can break today&#39;s hod. Price target 1 of 10.05(50 SMA),Indicator,Indicator,50
99455062,227,Scientific Trading Portfolio Performance since 2017-08-28 (Longs) $SPXC $DOV $FDN $IWF $WYNN $INWK $VTI,Temporal,date,2017
99455062,227,Scientific Trading Portfolio Performance since 2017-08-28 (Longs) $SPXC $DOV $FDN $IWF $WYNN $INWK $VTI,Temporal,date,08
99455062,227,Scientific Trading Portfolio Performance since 2017-08-28 (Longs) $SPXC $DOV $FDN $IWF $WYNN $INWK $VTI,Temporal,date,28
105147647,9964,$HIMX look at the last time we touched the 100 day history repeats it&#39;s self,Temporal,date,100
101540974,6616,$HD 08:39 Home Depot price target raised to $167 from $157 at SunTrust ; raised to $186 from $175 at UBS,Temporal,time,08
101540974,6616,$HD 08:39 Home Depot price target raised to $167 from $157 at SunTrust ; raised to $186 from $175 at UBS,Temporal,time,39
101540974,6616,$HD 08:39 Home Depot price target raised to $167 from $157 at SunTrust ; raised to $186 from $175 at UBS,Monetary,forecast,167
101540974,6616,$HD 08:39 Home Depot price target raised to $167 from $157 at SunTrust ; raised to $186 from $175 at UBS,Monetary,forecast,186
102214936,9014,$FENG this one had a nice dip recently so I bought more. (2k shares) Let&#39;s ride this higher &amp; higher. #long #strong #holding #patiencepays,Quantity,Quantity,2
102329631,65,"@g137pheonix  $rad does not need amazon to profit, 2018 1st qtr $rad profit is proj to be 200-300 mil vs $amzn 200 mil. lmao.",Temporal,date,2018
102329631,65,"@g137pheonix  $rad does not need amazon to profit, 2018 1st qtr $rad profit is proj to be 200-300 mil vs $amzn 200 mil. lmao.",Temporal,date,1
102329631,65,"@g137pheonix  $rad does not need amazon to profit, 2018 1st qtr $rad profit is proj to be 200-300 mil vs $amzn 200 mil. lmao.",Monetary,money,200
102329631,65,"@g137pheonix  $rad does not need amazon to profit, 2018 1st qtr $rad profit is proj to be 200-300 mil vs $amzn 200 mil. lmao.",Monetary,money,300
102329631,65,"@g137pheonix  $rad does not need amazon to profit, 2018 1st qtr $rad profit is proj to be 200-300 mil vs $amzn 200 mil. lmao.",Monetary,money,200
103292518,902,@khansama $SVVC has a NAV of 20 now and a share price of 8.50.  I am confident that the gap will close due to $NTNX and $ROKU stakes,Monetary,quote,8.50
102523066,3240,"$AMPE $MARA $SRAX $TLGT  At least 3 Of em got squeezed, Nice lets see what Monday brings. Have a nice weekend all",Quantity,Quantity,3
103166637,7000,$VKTX  30 minute chart couldn&#39;t look any better.  Directional  movement indicator crossed up and over and is currently at 33.49.,Temporal,time,30
103166637,7000,$VKTX  30 minute chart couldn&#39;t look any better.  Directional  movement indicator crossed up and over and is currently at 33.49.,Monetary,quote,33.49
103453047,594,"Watchlist 12/04

$JNPR  $WAC $CASI $AMPE $BTC.X 
$MVIS $CLSN $DRRX $TEVA $CYCC 
$DNR $CRIS $PGH $SRAX $SN $WFT 
$PXS $EYEG $DPW $EYES $OHRP",Temporal,date,12
103453047,594,"Watchlist 12/04

$JNPR  $WAC $CASI $AMPE $BTC.X 
$MVIS $CLSN $DRRX $TEVA $CYCC 
$DNR $CRIS $PGH $SRAX $SN $WFT 
$PXS $EYEG $DPW $EYES $OHRP",Temporal,date,04
102387732,9986,$AXON 3rd day of positive money flow (CMF) with today being the strongest. Moving higher and might gap up at any moment.,Temporal,date,3
105066169,1882,"$CPAH low float , caught support here. Huge buyer@2.88 wish hed just knock the 2.90 out so the train can move along $ohgi solid move today",Monetary,buy price,2.88
101310785,4798,"$APH.CA 2 months ago, this was $WEED&#39;s sp...both come a long way in a short time...GLTA...there&#39;s lots more to come..",Temporal,date,2
105186743,6092,$FNSR pretty typical here after announcement with big company. Fair value still in the 17-19 range.,Monetary,quote,17
105186743,6092,$FNSR pretty typical here after announcement with big company. Fair value still in the 17-19 range.,Monetary,quote,19
104836304,4011,The next DIVIDEND only 19 days away. AT&amp;T price will be higher by then.$T $DGRO $SPY $QQQ https://www.marketwatch.com/story/if-youre-bargain-shopping-for-us-stocks-start-here-2017-12-12,Temporal,date,19
104608720,416,$DPW has 7 Companies in 1 Targets on Chart with Fibonacci  $RIOT $SSC $OSTK $GROW $BTC.X $SPY $VIX,Quantity,Quantity,7
104608720,416,$DPW has 7 Companies in 1 Targets on Chart with Fibonacci  $RIOT $SSC $OSTK $GROW $BTC.X $SPY $VIX,Quantity,Quantity,1
102395297,7718,$EKSO the pullback after the big run never tested the 200sma is why I bought at the lows to hold.Think more upside.,Indicator,Indicator,200
103852551,1637,$STM (part 3 of 3 part series) About STMicroelectronics $STM $INTC $MU $NVDA $NXPI $QCOM $TXN #STM  https://free.hadeplatform.com/feed.php,Quantity,Quantity,3
103852551,1637,$STM (part 3 of 3 part series) About STMicroelectronics $STM $INTC $MU $NVDA $NXPI $QCOM $TXN #STM  https://free.hadeplatform.com/feed.php,Quantity,Quantity,3
102015749,1522,"$XON $ZIOP -&gt; ZIOPHARM Oncology to Host Conference Call on November 20, 2017 at 10:15 am ET",Temporal,date,20
102015749,1522,"$XON $ZIOP -&gt; ZIOPHARM Oncology to Host Conference Call on November 20, 2017 at 10:15 am ET",Temporal,date,2017
102015749,1522,"$XON $ZIOP -&gt; ZIOPHARM Oncology to Host Conference Call on November 20, 2017 at 10:15 am ET",Temporal,time,10
102015749,1522,"$XON $ZIOP -&gt; ZIOPHARM Oncology to Host Conference Call on November 20, 2017 at 10:15 am ET",Temporal,time,15
91146784,6518,"The last time $MDT went below the 100d SMA, it lost 20% (Oct 2016 - Jan 2017).  Earnings on 8/22",Indicator,Indicator,100
91146784,6518,"The last time $MDT went below the 100d SMA, it lost 20% (Oct 2016 - Jan 2017).  Earnings on 8/22",Temporal,date,2016
91146784,6518,"The last time $MDT went below the 100d SMA, it lost 20% (Oct 2016 - Jan 2017).  Earnings on 8/22",Temporal,date,2017
91146784,6518,"The last time $MDT went below the 100d SMA, it lost 20% (Oct 2016 - Jan 2017).  Earnings on 8/22",Temporal,date,8
91146784,6518,"The last time $MDT went below the 100d SMA, it lost 20% (Oct 2016 - Jan 2017).  Earnings on 8/22",Temporal,date,22
105307191,1043,$TD.CA $TD Longing calls Monday at various strikes/expirations. Targeting $76 by EOM-March 2018.,Monetary,forecast,76
105307191,1043,$TD.CA $TD Longing calls Monday at various strikes/expirations. Targeting $76 by EOM-March 2018.,Temporal,date,2018.
46535657,2426,$djia $spx $spy get ready now for a historic major upside intraday up ride of 500+ easily 18100 today,Monetary,change,500
46535657,2426,$djia $spx $spy get ready now for a historic major upside intraday up ride of 500+ easily 18100 today,Monetary,forecast,18100
103509619,8910,"$F North America Revenue, Wholesale Units and Net Sales as deliveries of cars and light trucks jumped 7%. #F https://free.hadeplatform.com/feed.php",Percentage,relative,7
100904696,3098,"Great day today! On watch for tomorrow:

$RLOG $DLET $ANY $ANTH $INPX $VSAR $OPTT $RTNB

We killing it team! thankful for 6.5K followers!~",Quantity,Quantity,6.5
83197957,2992,$GSAT Made good money on Friday. bought this stock 3 times today Not sure what that means Not gonna be left out long now . Let&#39;s go $GSAT !,Quantity,Quantity,3
102470281,2707,$MARA Don&#39;t let go of small profits.  Wait til next week and you&#39;ll be handsomely rewarded.  See $RIOT last 5 day sessions. Enjoy.,Temporal,date,5
101396700,6045,$NQ Joetrader said I was here since $15-$20. Even Betsy wasn&#39;t here then. Good news for him is the sp will get there for him to get even.,Monetary,quote,15
101396700,6045,$NQ Joetrader said I was here since $15-$20. Even Betsy wasn&#39;t here then. Good news for him is the sp will get there for him to get even.,Monetary,quote,20.
100684698,2863,"$SNAP ..I know  and own $TCEHY,in less than 9mo.they will own controlling interest in SNAP. They eat little Co&#39;slike this for a snack.",Monetary,money,9
